APPROVED SYMBOL	ALIASES
RNVU1-15	VU1.15, RNU1-66
CEP97	FLJ23047
MARC2	FLJ20605
GAPDHP64	
DENND5A	KIAA1091, FLJ22354, FLJ33829, FLJ43455
C2ORF31~WITHDRAWN	
TMEM200B	TTMB
RPPH1	H1RNA, RPPH1-1
DUSP15	BA243J16.6, VHY
DSTYK	KIAA0472, DUSTYPK, RIP5
FABP5P3	TCAG_1781704
PSMB11	BETA5T
CLSTN2-AS1	
LINC00108~WITHDRAWN	
KIF2C	MCAK
BBS10	FLJ23560
PPP2R2B	PR55-BETA, PR52B
RPS27P4	
RPS25P6	
BSND	BART
FUT5	FUC-TV
MARK2P6	
RHAG	RH50A, CD241, SLC42A1
MIR3658	HSA-MIR-3658
RPS15AP29	
MTA2	MTA1-L1
WDR64	FLJ32978
RN7SL114P	
CALML4	MGC4809, NY-BR-20
GCNT1	C2GNT, NAGCT2
TNRC7~WITHDRAWN	
WBSCR10~WITHDRAWN	
RTFDC1	HSPC164, CDAO5
MIR4672	HSA-MIR-4672
KRTAP13-1	KAP13.1
FAM202A~WITHDRAWN	
RNA5SP206	
ITLN1	ITLN, FLJ20022, LFR, HL-1, HINTL
ADL~WITHDRAWN	
SUCLA2P3	
DUSP28	VHP, DUSP26
RN7SL470P	
RBM22P5	
SNORD4B	Z17B
HMGB1P11	
RNVU1-6	VU1.6, RNU1-99
NT5C3A	UMPH1, PSN1, PN-I, UMPH, P5'N-1, CN-III, P36, POMP, HUMP1
ATP6V1H	CGI-11, SFD, VMA13, SFDALPHA, SFDBETA
C1ORF105	
MDC1-AS1	
ACTBP8	ACTBP2
SPG17~WITHDRAWN	
DDX42	RNAHP, RHELP, SF3B125
ZNF773	MGC4728
LHFPL3-AS2	
C7ORF62	MGC26647
CDC42EP1	MSE55, CEP1, BORG5
KRT19P3	
PRAMEF18	OTTHUMG00000002932
SLC12A2	NKCC1, BSC, BSC2
TADA2B	MGC21874
MIRLET7DHG	
RNU6-1182P	
CRB2	FLJ38464, FLJ16786
MIR4718	HSA-MIR-4718
ZNF200	
CXCR5	MDR15, CD185
FLR~WITHDRAWN	
PIRC96	
TECTB	
DKK4	
COLEC12	SRCL, CL-P1, SCARA4
RPL38P1	
MKNK2P1	
OR2T35	
PCANAP8~WITHDRAWN	
BCAR2~WITHDRAWN	
NFIL3	E4BP4, NFIL3A, NF-IL3A
RPS12P26	
PARVA	FLJ12254, FLJ10793
RNA5SP341	
PRAMEF17	OTTHUMG00000007909
LINC00966	
IGHV3OR16-8	IGHV3/OR16-8
PRYP5	
RTP2	MGC78665
RNU6-99P	
EPS8	
TTTY7B	NCRNA00215
MTRNR2L11	
IGHVII-51-2	IGHV(II)-51-2
KCNJ15	KIR4.2, KIR1.3, IRKK
CNBP	RNF163, ZCCHC22, CNBP1
RTCB	HSPC117, FAAP
AMER3	FLJ38377
MIR4505	HSA-MIR-4505
FAM209A	DJ1153D9.3
TLX3	RNX
DFNA7	
AP1S2	SIGMA1B
ATG12P2	
VN1R60P	
MSX1	HYD1, OFC5
PPIAP5	
MYH3	MYHC-EMB, MYHSE1, HEMHC, SMHCE
C22ORF26	FLJ10945
URB1	KIAA0539, NPA1
FAM181A	
NPC1L1	
MRPL23-AS1	
ASAP2	KIAA0400, PAP, SHAG1, CENTB3
MLXIP	MONDOA, KIAA0867, MIR, BHLHE36
GPR150	PGR11
HIST1H4H	H4/H
CPVL	
SLC4A8	NBC3
GNAI1	
LCLAT1	FLJ37965, ALCAT1, AGPAT8
SYNDIG1	FLJ14220, IFITMD5, SYNDIG1
GPR142	PGR2
RNU6-306P	
OR2AN1P~WITHDRAWN	
DUSP10	MKP-5, MKP5
RNA5SP44	
HTR2C-IT1~WITHDRAWN	
MYSB~WITHDRAWN	
OR1AA1P	
BCH~WITHDRAWN	
AK3P4	
TRNAL42P	
RPL32P11	
SEMG2	SGII
C6ORF6~WITHDRAWN	
VPS26BP1	
SLC35G1	FLJ33990, C10ORF60
ZNF783	DKFZP667J212
PARS2	DKFZP727A071
MTND2P2	
ASS1	CTLN1
AAC2~WITHDRAWN	
OR52E6	
RPL21P65	
PKD2L~WITHDRAWN	
SKIV2L	HLP, DDX13, SKI2W, 170A
MOB3C	MOB1E
RPS15AP38	
THAP5P1	
PSMD11	S9, P44.5, MGC3844, RPN6
CPT1A	CPT1-L, L-CPT1
RN7SL518P	
RNU6-864P	
NOP2	NOP120, NSUN1, P120
MPP5	PALS1, FLJ12615
GRIK2	GLUK2, MRT6
ODF3B	
KLHDC1	MST025
HSD17B4	MFE-2, DBP, SDR8C1
RP19~WITHDRAWN	
SNORD95	U95
TXNDC2	SPTRX1
ITGB4	CD104
ETNK2	FLJ10761, EKI2
ZSCAN26	SRE-ZBP
C1ORF27	FLJ20505, ODR-4, TTG1
TRNAI13	
RPL31P62	
BCL5	
RAD51A~WITHDRAWN	
C1ORF172	FLJ34633, RP11-344H11.3
OR7E37P	HG533
FRK	RAK, GTK
URGCP	URG4, KIAA1507, FLJ20654, DKFZP666G166, DKFZP686O0457
RNU6-528P	
IDDM13	
ADAM15	MDC15
ARL14	FLJ22595
UBDP1	DJ994E9.3
MIR613	HSA-MIR-613
B3GNT2	B3GNT-2, BETA3GNT, B3GN-T2, B3GN-T1
TRNAK40P	
MTND1P15	
GOX1~WITHDRAWN	
C5ORF22	FLJ11193
RNU6-381P	
PGLYRP1	TAG7, PGRP, PGRP-S, PGRPS
DNM1DN14@~WITHDRAWN	
CYP1B1	CP1B
IFNGT1~WITHDRAWN	
OR7A2P	HG1003, OR19-18, OLF4P
RNU7-119P	
GTSF1L	DJ1028D15.4
CBWD2	
CFAG~WITHDRAWN	
OR7E155P	
RN7SKP21	
RNU6-995P	
OTOR	MIAL, MIAL1, FDP
RPL35AP8	
FRA6A	
ZBTB49	FLJ38559
NAP1L4P2	
HMGB1P48	
RPL10AP11	
LMNB1	
MYO3A	
PPIL1P1	
TRNAH5	
PYK~WITHDRAWN	
CECR6	
IGKV1OR15-118	IGKV1/OR-118, IGKV1/OR15-118
MNK~WITHDRAWN	
RNU11	U11, RNU11-1
RPL21P25	
SRP68P2	SRPSMCR
OR4S1	
NCOA6	KIAA0181, RAP250, ASC2, AIB3, PRIP, TRBP, NRC
VPS28	
NKX1-1	HSPX153, SAX2
ISLR2	KIAA1465
SHISA8	ORF26
RTP1	MGC35450
BMF	FLJ00065
RPS27P26	
C21ORF95~WITHDRAWN	
ZNF398	ZER6, KIAA1339, P51, P71
TERF1P3	
BRI3P3	
SNAP47-AS1	
ZNF615	FLJ33710
RNU6-90P	
STP1~WITHDRAWN	
RNU6-773P	
MYO10	KIAA0799
RNU6-1189P	
SUSD1	DKFZP761E1824
OR7E97P	
PIN1L2~WITHDRAWN	
GAPDHP45	
NUPL1P1	
FBXW4	FBW4, DACTYLIN
RNU6-445P	
FGFR3P5	
RPS16P2	
IGKV1-12	IGKV112, L19
URGCP-MRPS24	
UNC93B5	
PCDH20	PCDH13, FLJ22218
SYPL2	MG29
FAM205A	C9ORF144B
CCNF	FBX1, FBXO1
MIR4444-2	HSA-MIR-4444-2
CNTN4	BIG-2
BMS1P4	OTTHUMG00000018478
RPS15AP33	
RN7SKP90	
STATH	STR
PGBD4P3	
CACNA1C	CAV1.2, CACH2, CACN2, TS, LQT8
TMEM91	FLJ27310, IFITMD6
EMC4	FLJ90746, MGC24415, PIG17
RASSF1-AS1	ANRASSF1
DDX11L1	
ATP5LP1	ATPE5KP1
DHX29	
FNBP1P2	
C12ORF73	FLJ13975, DKFZP547P055
PPIAP15	
TRAV8-4	
ANKRD26P2	
RAB7A	
CEACAMP3	
RNF149	FLJ90504
PRAMEF15	OTTHUMG00000007921
GNAS-AS1	SANG, NESP-AS, NESPAS, GNAS1AS, NCRNA00075
LINC00159	
RPL36P18	
HRNR	S100A18, S100A16, FLG3
SNTA1	TACIP1, LQT12
TMEM66	MGC8721
RNU6-199P	
F5	
RPL31P2	DJ553F4.5
DEFB122	DEFB-22, DEFB122P
RN7SL278P	
LINC00273	TOP, NCRNA00273-1
AURKB	AIK2, IPL1, AURB, AIM-1, ARK2, STK5, PPP1R48
NIFK-AS1	
PAX7	HUP1
BTG1P1	
PSMA8	MGC26605, PSMA7L
RN7SL132P	
VSIG8	
NRADDP	
PPFIA2	
SMIM5	
OR1L3	OR9-D
ONECUT2	OC-2
RPL3P6	
PTPN13	PTP1E, PTP-BAS, PTPL1, PTP-BL
COL5A2	
MORF4L1P6	
RPS10P15	
ODDD~WITHDRAWN	
PTPRZ2	HTPZP2, PTPRZ
EEF1GP5	
CCL22	MDC, STCP-1, ABCD-1, DC/B-CK, A-152E5.1, MGC34554
LMO4	
SEC24A	
KLHL32	
NOL10	FLJ14075
ORC5	ORC5P, ORC5T
MTCO3P2	
AHCTF1	ELYS
C1ORF115	FLJ14146
VCL	
CORO7	FLJ22021
ZXDB	ZNF905
GJC3	CX30.2
C1ORF210	MGC52423
MRPS18C	MRPS18-1, CGI-134, FLJ11146, FLJ22967
BICD2	KIAA0699
IGLV10-67	
C14ORF132	
GTPBP10	DKFZP686A10121, FLJ38242
SMAGP	MGC149453, MGC149454, HSMAGP
ELAC1	D29
RNF168	FLJ35794
RPS20P12	
TAF15	HTAFII68, RBP56, NPL3
OR4G11P	
RNU6-63P	
RPS14P10	
MTERF	
MESDC1	MGC99595
RASGRF1	CDC25L, CDC25, GRF55, H-GRF55, GNRP, PP13187
MYCT1	MTLC, FLJ21269
RPS6P9	
AP1G2	G2AD
IQUB	FLJ35834
RNA5SP356	
NOTCH2	
STPG2	MGC46496
HMGN2P40	
L3MBTL1	ZC2HC3, DJ138B7.3, DKFZP586P1522, KIAA0681
PASD1	CT63
METTL11B	HOMT1B
MTHFSD	FLJ12998
CCR4	CC-CKR-4, CMKBR4, CKR4, K5-5, CHEMR13, CD194
RPL22P14	
SNX18P6	
C14ORF181~WITHDRAWN	
RPS4XP1	
KLRB1	CD161, NKR-P1, NKR-P1A, HNKR-P1A, CLEC5B
MPV17L2	FKSG24, MGC12972
RPS2P30	
CHR	
FUK	FLJ39408
PHB2P1	
LINC01105	FLJ30594
NAALADL1	
IQSEC3	KIAA1110, MGC30156
CA15P1	
PDCL2	GCPHLP
ARSI	FLJ16069
GCPS~WITHDRAWN	
ASH1L	HUASH1, ASH1, ASH1L1, KMT2H
RPL17P28	
RN7SL715P	
OR10H5	
BCMO1	FLJ10730, BCMO
OSBPL3	ORP-3, ORP3, KIAA0704
FAM109B	DKFZP686J07229
LINC00397	TCONS_00021582
PPP5D1	
MIR4266	HSA-MIR-4266
SPAG5-AS1	
MRE11A	ATLD
LINC00439~WITHDRAWN	
C1ORF162	MGC24133
IPO9-AS1	
RN7SKP64	
RPSAP37	
CCDC179	
THEM4P1	
TCTN3	DKFZP564D116, TECT3
C4ORF36	MGC26744
TRPM8	
BMS1P16	
STGD1~WITHDRAWN	
FGF21	
SLN	MGC12301, MGC125854, MGC125855
PPIAP27	
TUFT1	
APC	DP2, DP3, DP2.5, PPP1R46
FGF7P2	
RBM39	CC1.3, HCC1, CAPER, FSAP59
NME4	NM23-H4, NM23H4, NDPKD
PDR	
PI15	P25TI
CCDC160	
PDHB	
OR4C14P	
CPETR~WITHDRAWN	
ARNT2	KIAA0307, BHLHE1
RBMXP2	
ZNF270~WITHDRAWN	
KTN1	KIAA0004, CG1
HMGN2P11	28H
TRNAC14	
RNA5SP223	
CLEC3B	TN
ALKBH1	HABH, ALKB, ABH
MIR146A	HSA-MIR-146, HSA-MIR-146A
CYP3A5P1~WITHDRAWN	
TPMTP4	
PRELID2P1	
THBD	CD141
SNX6P1	
TRNAG15	
MIR190A	HSA-MIR-190
PRYP1	
RNY4P31	
PEPB	
BET1L	GS15, GOLIM3
ADAD2	TENRL, FLJ00337
NT5C2	PNT5, GMP, CN-II
RPS26P44	
CCDC13	FLJ25467
FREM3	
RN7SKP167	
HMGB3P12	
PRYP6	
TRNAK10~WITHDRAWN	
FRA16C	
GPR35	
CCL~WITHDRAWN	
MUC13	
ATRX	XH2, XNP
RABEP1	NEUROCRESCIN, RAB5EP, RABPT5, RABAPTIN-5
HIST1H2AC	
MIR769	HSA-MIR-769
DFNB3~WITHDRAWN	
C1ORF229	FLJ45717
TRNAP1	
HSP90AB4P	
IGHV7-27	
LGALS1	GBP
RPL17P50	
ATP2A1	SERCA1
NHLRC3	
RPL23AP18	
RNA5SP66	
AHSA1	P38
MIR4423	HSA-MIR-4423
C1ORF134	
OR1D4	OR17-30
CD300LD	CMRF35A4, CD300D
FMN1	DKFZP686C2281, FLJ45135, MGC125288, MGC125289
AKR1C2	DD, BABP, DD2, HAKRD, MCDR2
METTL2A	FLJ12760, METTL2
HOX4H~WITHDRAWN	
C17ORF50	
ADIPOQ-AS1	
LINC00504	
MUC9~WITHDRAWN	
RBMY2JP	
RASSF7	HRC1, HRAS1
OR7E10P	OR11-1
ARMC6	MGC19595
IGHV3OR16-13	IGHV3/OR16-13
FAM133DP	
MTCO1P1	
CYCSP13~WITHDRAWN	
WDR86-AS1	
TRNAC23	
TGFBR3L	
RN7SL730P	
PIRC22	
CENPQ	FLJ10545, CENP-Q
NAE1	ULA-1
ZCWPW1	FLJ10057, DKFZP434N0510, ZCW1
MEG3	GTL2, NCRNA00023, LINC00023
RNA5SP193	
TRNL~WITHDRAWN	
RPS17	RPS17L1, RPS17L2, MGC72007, S17
SMG8	FLJ10587, FLJ23205
RPL26P3	
UCP2	SLC25A8
MYH9	NMMHCA, NMHC-II-A, MHA, FTNS, EPSTS
DSP	KPPS2, PPKS2, DPI, DPII
C19ORF44	FLJ21742
EHF	ESE3, ESEJ
LINC00414~WITHDRAWN	
TRNAT7	
OR8S21P	
LINC00452	
ARRDC3	KIAA1376
SIRPAP1	
MIR1286	HSA-MIR-1286
CYCSP29	HCP29
OR5P2	JCG3
SESN1	SEST1, PA26
TMEM190	MDAC1
OR2A1	
MIR4659B	HSA-MIR-4659B
OR2AL1P	
IGKV1-32	
CISD3	MINER2
ARNTL	MOP3, JAP3, BMAL1, PASD3, BHLHE5
RNU6-1171P	
GAS2L1	GAR22
RN7SL16P	
MIR3907	HSA-MIR-3907
METTL12	U99HG
CTSLP1	
FDX2~WITHDRAWN	
SNORD115-21	HBII-52-21
GRASP	
DFN6	
C16ORF97	
ZNF536	KIAA0390
PRELID1	CGI-106, PX19, PRELI
ICOSLG	KIAA0653, GL50, B7-H2, B7RP-1, B7H2, B7RP1, ICOS-L, CD275
TSPAN10	OCSP
IGHV1OR16-4	IGHV1/OR16-4
FNBP4	KIAA1014
HMGB1P15	
ZNF219	
CTAG1B	NY-ESO-1, LAGE2B, LAGE2A, ESO1, CT6.1
ZBED6	
ZNF652	KIAA0924
RN7SL54P	
SENP3-EIF4A1	
MDH2	
C12ORF23	MGC17943
DYT5~WITHDRAWN	
EARS2	KIAA1970, MSE1
RAB9BP1	
CDK5R1	P35NCK5A, NCK5A
IL27RA	WSX-1, TCCR, CRL1, WSX1, ZCYTOR1, IL-27R
SYT14L	SYTDEP, CHR415SYT
ZYG11A	ZYG11
CASQ1	PDIB1
MREG	FLJ10116, DSU, WDT2
SDH1~WITHDRAWN	
AGR2	XAG-2, HAG-2, AG2, PDIA17
LINC00601	
DEFB127	BA530N10.2, DEF-27
TRNAM8	
GIPR	
PIP5K1P1	MGC26597
RN7SL188P	
NDUFS4	AQDQ, CI-18
OR7E50P~WITHDRAWN	
TGIF2P3	
MIR3165	HSA-MIR-3165
SNAP25	SNAP-25, RIC-4, RIC4, SEC9, BA416N4.2, DJ1068F16.2
PTGS2	COX2
ODF3L1	MGC48986
AGO2	HAGO2, Q10
LINC00474	EST-YD1
MOK	RAGE1
TRNAV11	
EPN1	
PA2G4P3	HST2542, PA2G4L4
SPG24	
NOL12	MGC3731, NOP25, RRP17
MIR4697HG	LINC00947
RABEPK	RAB9P40, BA65N13.1
TRNAU2	TRSP2
WASH4P	FLJ31670
ASAH2B	BA449O16.3, ASAH2L
COX19	MGC104475
DND1	MGC34750, RBMS4
HSPE1P2	
KIAA0226	RUBICON, RUNDATAXIN
RAB3IP	RABIN3
LIN28AP2	
CD57~WITHDRAWN	
F10-AS1	
RNY4P14	
AGGF1P2	
RN7SL685P	
EBVM1	
MT-ND1	ND1, NAD1
GLYD~WITHDRAWN	
MRX6	
ZNF678	MGC42493
GPR179	
RPL37P22	
KCTD16	KIAA1317
FAM223A	SPCX
COLGALT1	FLJ22329
RNA5S15	
SPG47~WITHDRAWN	
ALDH1A2	RALDH2
CHCHD2P2	
ZNF239	MOK2, HOK-2
ERICH2	
MIR548D2	HSA-MIR-548D-2
EIF4B	
MIR1825	HSA-MIR-1825
TNFRSF10A	DR4, APO2, TRAILR-1, CD261
AURKBPS1	AURBPS1
USP17L20	
RNU6-519P	
DDB1	XPE
PIRC10	
ZP3	ZP3-424, ZP3-372
RPL7P5	
TRAIP	TRIP, RNF206
MIR198	HSA-MIR-198
ZFPM1	FOG1, FOG, ZNF89A, ZC2HC11A
SNRK	FLJ20224, HSNFRK, KIAA0096
ASS1P8	
WFDC10B	WAP12
TRNAM14	
LAMM~WITHDRAWN	
RNU6-1112P	
RNA5SP160	
MORF4L1	MRG15, MORFRG15, HST17725, EAF3, MEAF3
CCND3P	
NPM1P16~WITHDRAWN	
LINC00265-2P	
RPS26P24	
VN1R13P	BA373D17.3, HS6V1-4P, VNR6I4P
MIR105-1	HSA-MIR-105-1
EFCAB8	
MIR4434	HSA-MIR-4434
FABP6	I-15P, ILLBP, I-BAP, ILBP3, I-BABP, ILBP, I-BALB
RNU7-30P	U7.30
PAQR4	FLJ30002
RPL7AP73	
MEIS2	MRG1, HST18361
RNF213	KIAA1554, NET57
LINC00362	
SLC1A2	GLT-1, EAAT2
TEX35	DKFZP564J047, TSC24
ZNF430	FLJ13659
PGBD3P1	
OR51J2~WITHDRAWN	
MIR1289-1	HSA-MIR-1289-1
RN7SKP127	
MIR548AL	HSA-MIR-548AL
PSMC6P1	
KIAA1211L	MGC42367
RNA5SP495	
INO80B-WBP1	
TCRGV10~WITHDRAWN	
SNRPEP3	
LINC00612	MGC40170, FLJ41814
KDM1A	KIAA0601, BHC110, LSD1
RTBDN	FLJ36353
GABRD	
BAZ2B	WALP4
RNU4-6P	U4, U4/8
RNU6-19P	
ZNF71	COS26, EZFIT
PDEG~WITHDRAWN	
CCNK	CPR4
DBP	DABP
RNF175	FLJ34190
RPL21P26	
RPS12P8	
HCP5	D6S2650E, P5-1
NIFK	NOPP34, HNIFK
JOSD2	SBBI54
CCT5P1	
MIR942	HSA-MIR-942
MIRLET7A1	HSA-LET-7A-1
WDR4	TRM82, TRMT82
MIR4451	HSA-MIR-4451
CNOT7	
RPS8P3	HST2707
TNNT2	
ALG14	MGC19780
RGS1	1R20, IR20, BL34
HNRNPA1P18	
IGHV3-30-5	
GPR158-AS1	
RPL7P12	
RN7SL676P	
PPP1R26P4	
RN7SKP153	
RNU6-844P	
STXBP2	UNC18B, HUNC18B
MRX74	
TFCOUP2~WITHDRAWN	
MANB~WITHDRAWN	
PNPLA1	FLJ38755, DJ50J22.1
HCG4P11	HCGIV-11, HCGIV.10
DFNB58	
RNS3~WITHDRAWN	
C2ORF42	FLJ20558
DDX6P1	DDX6-LP, BA150A6.3
RNF41	SBBI03
IGLC6	
STARD7	GTT1
ZNF195	
GBAP1	
RPL15P11	
TMEM237	JBTS14
APOA5	RAP3, APOA-V
MFS2~WITHDRAWN	
RPL23AP48	
RARRES2	TIG2, HP10433
PRTH~WITHDRAWN	
PPP3R2	PPP3RL
RNU6-452P	
WNT10B	WNT-12, SHFM6
ASPG	
NDUFA1	MWFE, CI-MWFE
PPP1R42	DTR, TLLR
PTPRE	PTPE
RNF167	DKFZP566H073
TARDBP	TDP-43, ALS10
HEXIM1	CLP-1, HIS1, MAQ1, EDG1
OSGEPL1	QRI7
RPL37P24	
WFIKKN2	WFIKKNRP, WFDC20B
ZNF707	
VN1R19P	
PHF7	NYD-SP6, HSPC226
SLC25A6P5	
H2B~WITHDRAWN	
EPT1	KIAA1724, SELI, SEPI
EVA1C	B18, PRED34, B19
MYCNUN	
NRXN3	KIAA0743
USP27X-AS1	
C10ORF35	
RPSAP64	
YBX1P1	PSDBPB1
RPL17P34	
SLX4	KIAA1784, KIAA1987, FANCP
RN7SKP199	
BLOC1S4	FLJ11230, BCAS4L
FARSBP1	
BEST4	
RPL26P13	
BACE2	CEAP1, DRAP, ALP56
PRKM13~WITHDRAWN	
PIH1D3	MGC35261, NYSAR97
C9ORF117	
BAIAP3	BAP3, KIAA0734
MIR1284	HSA-MIR-1284
OR2B4P	HS6M1-22
BPIFB3	DJ726C3.4, LPLUNC3, RYA3
RPS25P10	
MRPS17	HSPC011, RPMS17, MRP-S17
PCDHB19P	PCDH-PSI5
ZNF584	FLJ39899
ADARB1	ADAR2, DRADA2, ADAR2G, DRABA2, RED1, HRED1, ADAR2A-L1, ADAR2A-L2, ADAR2A-L3, ADAR2A, ADAR2B, ADAR2C, ADAR2D
RPL7AP58	
HMBS	
PIGC	
CPNE9	KIAA4217
USP17L6P	DUB4, VDUB4, USP17L6
EGF	
ABCD1P1	
OR1J2	OST044
FAM166A	
SCARNA4	ACA26
PFN4	
SD~WITHDRAWN	
RPL7L1P6	
LTC4S	MGC33147
UGT2A3	FLJ21934
HCG19P	AB014085.4
MRPL16	FLJ20484, PNAS-111
RPSAP13	LAMRP3
C14ORF64	
TELAB1	
MIR548AK	HSA-MIR-548AK
CD46	TRA2.10, MGC26544, TLX
KCNV2	KV8.2
MIR555	HSA-MIR-555
IL12A	CLMF, IL-12A, P35, NFSK
NR1I2	ONR1, PXR, BXR, SXR, PAR2
RCOR3	FLJ10876
NPHP3	NPH3, KIAA2000, FLJ30691, FLJ36696, MKS7
MAGEC1	MAGE-C1, CT7, MGC39366, CT7.1
CLDN4	CPE-R, WBSCR8, HCPE-R
LINC00844	
CEP104	GLYBP, RP1-286D6.4
SEC13	SEC13R, NPP-20
ASXL1	KIAA0978
PEX3	
TRPC7-AS1	
MIR3656	HSA-MIR-3656
SNORD53	U53
RALGAPB	DKFZP781M2411, RALGAPBETA
GDNF	ATF1, ATF2, HFB1-GDNF
ZFP91	PZF, ZNF757
FAM216A	HSU79274
VGR~WITHDRAWN	
RPS13P3	
RAPGEF1	C3G
TRNAN4	
VN2R10P	
MIR1302-5	HSA-MIR-1302-5
GATSL1	
DBIL5P2	ELP1P
TSPYL6	
SLC7A5P1	LAT1-3TM, MLAS
SNORD115-7	HBII-52-7
PHBP14	
MIR625	HSA-MIR-625
RNA5SP114	
TOPORS-AS1	
RNA5SP128	
FAK2~WITHDRAWN	
LINC00904	
LSM6P1	HST818
RNU6-721P	
MIR566	HSA-MIR-566
RNY3P8	
RN7SL400P	
RHOT1P3	
RHOQP1	
ABHD16A	NG26, D6S82E
C7ORF25	MGC2821
MIR632	HSA-MIR-632
STRADBP1	STLK6PS1, ALS2CR2P1
GAS6	AXSF, FLJ34709, DKFZP666G247
FKHR~WITHDRAWN	
RNU1-114P	
HCG2P8~WITHDRAWN	
MIR3158-2	HSA-MIR-3158-2
NRG3-AS1	EM:AC010157.1
RN7SL2	7SL1C, 7L30.1, RNSRP2
MBTD1	SA49P01, FLJ20055
RN7SKP140	
SPRYD3	FLJ14800
COPS6	MOV34-34KD, CSN6
RPS6KB3	
FRA2I	
BSCL2	
LINC00672	
MRPL50P3	
TRIM6	RNF89
GYG2P1	
EIF5A2	
ZZZ3	DKFZP564I052, ATAC1
RPL36AP30	
GABPB1-AS1	
RN7SL456P	
MBOAT4	FKSG89, GOAT
RNA5SP267	
CD14	
OR5H15	
IL3	IL-3, MULTI-CSF, MCGF, MGC79398, MGC79399
IMD1~WITHDRAWN	
FRS2	SNT-1, FRS2ALPHA, SNT1, FRS2A
CCT4P1	
HMGN1P16	
RBM22	FLJ10290, ZC3H16, FSAP47, CWC2
RNU1-20P	
RPS27P18	
EIF3LP2	
MED14P1	
MCPH5~WITHDRAWN	
CYP2A6	CPA6, CYP2A
LAMP5	DJ1119D9.3, BAD-LAMP, UNC-43
PTCH2	
RNU6-70P	
EEF1E1	AIMP3
SNORA51	ACA51
NRXN4~WITHDRAWN	
CALCP	CALC3
RNU6-403P	
CABIN1	KIAA0330, PPP3IN
ZNF669	FLJ12606
ANP32BP2	
HERC6	FLJ20637
KCNF1	KV5.1, KH1, IK8
HPVE6A~WITHDRAWN	
ZNF568	DKFZP686B0797
NDUFC2-KCTD14	
SALL1P1	
RNU6-364P	
PEDF~WITHDRAWN	
MRPS23	MRP-S23, CGI-138, HSPC329
IRF2	
RPS6P18	
IGLV3-7	
RNA5SP116	
HSPA8P10	
UHRF2P1	
CMIP	
STC~WITHDRAWN	
ZNF282	HUB1
TYMP	
RN7SKP113	
NCAPD2	CNAP1, HCAP-D2, CAP-D2, KIAA0159
SPANXN3	SPANX-N3, CT11.8
RNU7-43P	U7.43
KRT8P7	
MTCO1P2	
PART1	DKFZP586D0823, NCRNA00206
MGST3	GST-III
OR10H3	
MT1NP~WITHDRAWN	
RNA5SP156	
MYL7	MYLC2A, MYL2A
OFD1P2Y	
GLRA2	
RN7SL800P	
PRSS4~WITHDRAWN	
INPP5D	SHIP, HP51CN
MRXS7	
MIR4657	HSA-MIR-4657
EIF2B1	EIF-2BALPHA, EIF-2B, EIF2BA
SLC7A6	Y+LAT-2, KIAA0245, LAT3, LAT-2
RPS2P19	
RN7SL594P	
ATP5G2P3	
ZNF511-PRAP1	
RPL7P60	
RNU6-933P	
RNA5SP19	
LINC01090	
CROCC	ROOTLETIN, ROLT
MRPS17P7	
UGT1A7	UGT1G
RNU6-628P	
PQLC1P2	
MOCS2	MOCO1
PFD~WITHDRAWN	
MIR128-2	HSA-MIR-128B, HSA-MIR-128-2
RHOG	RHOG, MGC125835, MGC125836
PAFAH1B2	
RYR3	
NASP	FLB7527, FLJ31599, FLJ35510, MGC19722, MGC20372, MGC2297, DKFZP547F162, PRO1999
RPSAP41	
SHFM5	
OR1F10~WITHDRAWN	
FOXE1	TTF-2, HFKH4
C8ORF48	FLJ25402
RPL21P64	
LINC01030	TCONS_00015085
MTND1P17	
PWWP2A	KIAA1935
RNA5SP261	
HMGB3P3	
HSFX2	
TRNAQ26	
HSD17B12	KAR, SDR12C1
HMGN3	
RNF20	FLJ20382, FLJ11189, KAIA2779, BRE1A, HBRE1, BRE1
GOLGA8S	
NUDT19P2	
TRNAT22	
SNRPGP5	
SDE2	FLJ35382
LRFN4	MGC3103, SALM3., FIGLER6
MRX27	
ECM2	
IGKV2OR22-3	IGKV2/OR22-3
PLEKHG7	FLJ46688
TRNAS17	
TPD52L1	D53, HD53
UBE2Q1	PRO3094, NICE-5
PLEKHG3	ARHGEF43
KRT18P44	
DCAF17	FLJ13096
KRTAP18-9~WITHDRAWN	
MBL~WITHDRAWN	
ATP5LP7	
RNU7-72P	U7.72
LINC00643	
OSBPL9P2	
LRRC37A17P	
LRRC15	LIB
PDZRN3	KIAA1095, SEMACAP3, LNX3
TRNAN5	
RNU6-1076P	
TNFSF4	OX-40L, GP34, CD252
PTK3B~WITHDRAWN	
LINC00319	PRED49, FLJ38036
RBBP8P1	
VN2R14P	
RNU6-146P	
KCTD18	FLJ31322, 6530404F10RIK, FLJ37818
RHOBTB1	KIAA0740
ANKHD1	MASK, FLJ20288, FLJ11979, FLJ10042, FLJ14127, KIAA1085
DFNA5	ICERE-1
NUP210P3	
CCDC13-AS1	
ADAM20P1	
MIR4703	HSA-MIR-4703
C2CD3	DKFZP586P0123
RILPL1	FLJ39378
HCK	JTK9
IL20RB-AS1	
NUFIP2	KIAA1321, MGC117262, PIG1, 182-FIP, FIP-82, 82-FIP
